player,team,opp,pos,stat,season_avg,pred,low,high,range,line,over_price,under_price,yes_price,no_price,edge,signal,conf,model_prob,implied_prob,ev,ev_pct,kelly_frac,injury_status,market_status,is_active,filter_reason,reasoning,game,home_team,away_team,last5_vals,last5_opps,last5_hit,last10_hit,h2h_last5,opp_rank,role_score,minutes_trend,points_trend,intel_source
Chelsea Gray,nan,Phoenix Mercury @ Las Vegas Aces,nan,PR,15.9,10.9,7.4,14.4,7.4-14.4,15.5,-131.0,-2.0,,,-4.6,UNDER,HIGH,0.6246,0.0196,30.8546,3085.5,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 100.0, minutes STABLE, points STABLE.",Phoenix Mercury @ Las Vegas Aces,Las Vegas Aces,Phoenix Mercury,"[10.9, 10.0, 9.1, 12.2, 11.3]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[9.6, 12.7, 11.8, 10.9, 10.0]",4,100.0,STABLE,STABLE,wnba_player_intelligence
Allisha Gray,nan,Portland Fire @ Atlanta Dream,nan,3PM,0.8,-2.8,-6.3,0.7,-6.3-0.7,1.5,-136.5,-2.0,,,-4.3,UNDER,HIGH,0.6168,0.0196,30.4568,3045.7,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 100.0, minutes UP, points STABLE.",Portland Fire @ Atlanta Dream,Atlanta Dream,Portland Fire,"[0, 0, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 0, 0, 0]",7,100.0,UP,STABLE,wnba_player_intelligence
Jonquel Jones,nan,New York Liberty @ Minnesota Lynx,nan,3PM,2.2,-1.7,-5.2,1.8,-5.2-1.8,1.5,-130.0,-2.0,,,-3.2,UNDER,HIGH,0.5882,0.0196,28.9982,2899.8,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 95.2, minutes STABLE, points STABLE.",New York Liberty @ Minnesota Lynx,Minnesota Lynx,New York Liberty,"[0, 0, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 0.1, 0, 0]",14,95.2,STABLE,STABLE,wnba_player_intelligence
Marine Johannes,nan,New York Liberty @ Minnesota Lynx,nan,3PM,0.8,-4.7,-8.2,-1.2,-8.2--1.2,1.5,-134.33,-51.75,,,-6.2,UNDER,HIGH,0.66,0.341,0.9354,93.5,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 73.0, minutes DOWN, points DOWN.",New York Liberty @ Minnesota Lynx,Minnesota Lynx,New York Liberty,"[0, 0, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 0, 0, 0]",14,73.0,DOWN,DOWN,wnba_player_intelligence
Valeriane Ayayi,nan,Phoenix Mercury @ Las Vegas Aces,nan,PTS,7.4,4.8,1.3,8.3,1.3-8.3,9.5,-123.8,-54.25,,,-4.7,UNDER,HIGH,0.6272,0.3517,0.7833,78.3,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 73.9, minutes UP, points UP.",Phoenix Mercury @ Las Vegas Aces,Las Vegas Aces,Phoenix Mercury,"[4.3, 3.4, 6.6, 5.7, 4.8]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[3.0, 6.2, 5.2, 4.3, 3.4]",4,73.9,UP,UP,wnba_player_intelligence
Naz Hillmon,nan,Portland Fire @ Atlanta Dream,nan,3PM,0.8,-4.0,-7.5,-0.5,-7.5--0.5,0.5,-247.0,178.0,,,-4.5,UNDER,HIGH,0.622,0.3597,0.7292,72.9,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 90.6, minutes STABLE, points DOWN.",Portland Fire @ Atlanta Dream,Atlanta Dream,Portland Fire,"[0, 0, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 0, 0, 0]",7,90.6,STABLE,DOWN,wnba_player_intelligence
A'ja Wilson,nan,Phoenix Mercury @ Las Vegas Aces,nan,PTS,25.7,20.1,16.6,23.6,16.6-23.6,24.5,-123.8,-58.0,,,-4.4,UNDER,HIGH,0.6194,0.3671,0.6873,68.7,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 100.0, minutes STABLE, points STABLE.",Phoenix Mercury @ Las Vegas Aces,Las Vegas Aces,Phoenix Mercury,"[20.1, 19.2, 18.3, 21.5, 20.6]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[18.8, 21.9, 21.0, 20.1, 19.2]",4,100.0,STABLE,STABLE,wnba_player_intelligence
Valeriane Ayayi,nan,Phoenix Mercury @ Las Vegas Aces,nan,3PM,1.8,-2.1,-5.6,1.4,-5.6-1.4,0.5,-215.75,163.0,,,-2.6,UNDER,HIGH,0.5726,0.3802,0.5059,50.6,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 73.9, minutes UP, points UP.",Phoenix Mercury @ Las Vegas Aces,Las Vegas Aces,Phoenix Mercury,"[0, 0, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 0, 0, 0]",4,73.9,UP,UP,wnba_player_intelligence
Chelsea Gray,nan,Phoenix Mercury @ Las Vegas Aces,nan,3PM,0.6,-3.5,-7.0,0.0,-7.0-0.0,1.5,-175.5,127.0,,,-5.0,UNDER,HIGH,0.635,0.4405,0.4415,44.1,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 100.0, minutes STABLE, points STABLE.",Phoenix Mercury @ Las Vegas Aces,Las Vegas Aces,Phoenix Mercury,"[0, 0, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 0, 0, 0]",4,100.0,STABLE,STABLE,wnba_player_intelligence
Jewell Loyd,nan,Phoenix Mercury @ Las Vegas Aces,nan,3PM,2.0,-2.1,-5.6,1.4,-5.6-1.4,1.5,-184.5,140.25,,,-3.6,UNDER,HIGH,0.5986,0.4162,0.4381,43.8,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 95.7, minutes UP, points STABLE.",Phoenix Mercury @ Las Vegas Aces,Las Vegas Aces,Phoenix Mercury,"[0, 0, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 0, 0, 0]",4,95.7,UP,STABLE,wnba_player_intelligence
